text,score_?,score_2,score_1,score_3,high_influential,high_factbasedness,high_inaccuracy,high_opinionated,high_accountability,high_unobjectivity_tone,noise
"The Aggies and the Longhorns aren’t likely to finish No. 1 in football this season, but Texas can celebrate a national championship in economic development.",False,True,False,False,False,False,False,True,False,False,False
The state ranked No. 1 for the eighth consecutive time in a survey of U.S. corporate executives.,False,True,False,False,False,True,False,False,False,False,False
"The survey was announced at the International Economic Development Council’s annual conference, which was held virtually in Dallas.",False,True,False,False,False,True,False,False,False,False,False
"Executives preferred Texas over No. 2 Georgia by a wide margin. North Carolina, Florida and Tennessee round out the top five.",False,True,False,False,False,False,False,True,False,False,False
"Factors cited in the ranking: overall business climate, a favorable tax climate, a pro-business environment, and access to talent.",False,True,False,False,False,True,False,False,False,False,False
"Halloween activities will need to be more thoughtful this year to be safe during the pandemic, ",False,True,False,False,False,False,False,True,False,False,False
the Texas Department of Health Service advises.,False,True,False,False,False,False,False,False,True,False,False
"Trick-or-treating from door to door is considered a high-risk activity for spreading COVID-19 and should be avoided,",False,True,False,False,False,False,False,True,False,False,False
according to the state health department and the Centers for Disease Control and Prevention.,False,True,False,False,False,False,False,False,True,False,False
People also should avoid attending crowded indoor costume parties and going to an indoor haunted house or on a hayride with those who are not part of their household.,False,False,False,True,False,False,False,True,False,False,False
the state and federal health agencies recommend ,False,True,False,False,False,False,False,False,True,False,False
"lower-risk holiday activities, such as carving pumpkins, decorating at home and having a virtual costume party.",False,False,False,True,False,False,False,True,False,False,False
"Moderate-risk activities include participating in one-way trick-or-treating where goodies are left at the end of the driveway; having a small group, outdoor, open-air costume parade where people are 6 feet apart and wear protective masks; and visiting pumpkin patches where people use hand sanitizer, wearing masks is encouraged or enforced and people are able to maintain social distance.",False,False,False,True,False,False,False,True,False,False,False
Costumes with facial coverings are not sufficient replacements for proper cloth face masks,False,True,False,False,False,False,False,True,False,False,False
 officials said.,False,True,False,False,False,False,False,False,True,False,False
"“Do not wear a costume mask over a protective cloth mask because it can be dangerous if the costume mask makes it hard to breathe,”",False,True,False,False,False,False,False,True,False,False,False
 the CDC advises.,False,True,False,False,False,False,False,False,True,False,False
"“Instead, consider using a Halloween-themed cloth mask.”",False,True,False,False,False,False,False,True,False,False,False
Chris Cobler is a board member and past president of the Freedom of Information Foundation of Texas.,False,True,False,False,False,True,False,False,False,False,False
He welcomes email at ccobler@texaspress.com.,False,False,False,False,False,False,False,False,False,False,True
Aaron Tveit was named the sole contender for best performance by an actor in a leading role in a musical when the nominations were announced Thursday.,False,False,False,True,False,True,False,False,False,False,False
"Tveit's turn — as the lovelorn writer of ""Moulin Rouge!"" played by Ewan McGregor in the 2001 movie —",False,False,False,True,False,True,False,False,False,False,False
 is the category's lone nominee due to the season's abbreviated eligibility window after Broadway shut down seven months ago to curb the spread of COVID-19. ,False,True,False,False,False,False,False,True,False,False,False
"(In fact, ""Moulin Rouge"" paused performances before the Broadway League's shutdown mandate, and Tveit himself tested positive for the novel coronavirus shortly afterward.) ",False,False,False,True,False,True,False,False,False,False,False
 only the actors of four musicals qualified for such nominations.,False,False,False,True,False,True,False,False,False,False,False
Most interestingly,False,False,True,False,False,False,False,False,False,True,False
" Daniel J. Watts, who portrays Ike Turner in ""Tina: The Tina Turner Musical"" was deemed a featured actor of the production by the Tony Administration Committee in January, and was nominated as such, even though Kobna Holdbrook-Smith won the lead actor Olivier Award last year when the show was on the West End.)",False,False,False,True,False,True,False,False,False,False,False
